Number;Name;Business;Country;EAD;LGD;PD;Default;A;B;C
366;Name  366;A;C;969244,8751;0,894419444;0,003509666;Bernoulli;1;0;0
225;Name  225;C;A;879188,5771;0,976575219;0,157194082;Bernoulli;0;0;1
2941;Name  2941;B;C;980153,4925;0,871040808;0,295593487;Bernoulli;0;1;0
188;Name  188;C;E;868268,1335;0,982278192;0,032061844;Bernoulli;0;0;1
1557;Name  1557;A;C;968018,1594;0,880517676;0,216161295;Bernoulli;1;0;0
711;Name  711;A;E;959868,7321;0,886068215;0,224038337;Bernoulli;1;0;0
525;Name  525;A;B;931095,8775;0,913241578;0,202801837;Bernoulli;1;0;0
2156;Name  2156;C;B;923407,4854;0,920624458;0,124736705;Bernoulli;0;0;1
2076;Name  2076;B;A;950372,1509;0,894257047;0,033931926;Bernoulli;0;1;0
1647;Name  1647;B;A;933757,1098;0,909277837;0,031739221;Bernoulli;0;1;0
1520;Name  1520;C;E;954546,1655;0,888454834;0,049657099;Bernoulli;0;0;1
1445;Name  1445;B;B;978448,524;0,866593938;0,042875724;Bernoulli;0;1;0
2618;Name  2618;A;A;966689,2964;0,876155943;0,0692834;Bernoulli;1;0;0
1064;Name  1064;B;D;933889,6086;0,904526819;0,021608308;Bernoulli;0;1;0
2918;Name  2918;B;C;995172,8311;0,845707166;0,09213077;Bernoulli;0;1;0
2729;Name  2729;C;E;904546,2471;0,925742996;0,155557043;Bernoulli;0;0;1
347;Name  347;C;E;841342,5353;0,994776441;0,325315574;Bernoulli;0;0;1
1488;Name  1488;C;D;984300,9344;0,848753525;0,201532678;Bernoulli;0;0;1
2719;Name  2719;A;B;870984,334;0,956655329;0,313313488;Bernoulli;1;0;0
1783;Name  1783;C;A;845942,9172;0,980096213;0,033174944;Bernoulli;0;0;1
421;Name  421;B;E;917172,7003;0,903432648;0,074805229;Bernoulli;0;1;0
1528;Name  1528;A;E;850434,9633;0,974196129;0,053297085;Bernoulli;1;0;0
806;Name  806;A;D;955146,1148;0,866954305;0,081140774;Bernoulli;1;0;0
1741;Name  1741;C;E;923884,0785;0,894970749;0,156481941;Bernoulli;0;0;1
1864;Name  1864;A;D;831255,0931;0,994581207;0,348040148;Bernoulli;1;0;0
543;Name  543;A;E;847569,8886;0,973974598;0,290509266;Bernoulli;1;0;0
678;Name  678;A;B;980194,0336;0,836697664;0,307605025;Bernoulli;1;0;0
2017;Name  2017;A;C;871429,7958;0,935281601;0,012198732;Bernoulli;1;0;0
1410;Name  1410;B;E;900016,6571;0,905261736;0,055262341;Bernoulli;0;1;0
771;Name  771;C;B;846648,5229;0,959420234;0,019616316;Bernoulli;0;0;1
1762;Name  1762;A;C;988451,2071;0,821487386;0,075399773;Bernoulli;1;0;0
2669;Name  2669;C;C;821653,4221;0,985547111;0,016689461;Bernoulli;0;0;1
1809;Name  1809;B;E;972789,3802;0,83062751;0,002827247;Bernoulli;0;1;0
291;Name  291;A;E;943700,994;0,855185543;0,177014554;Bernoulli;1;0;0
1765;Name  1765;B;A;882178,2686;0,909286704;0,177251477;Bernoulli;0;1;0
2133;Name  2133;C;D;980186,156;0,815857152;0,314820292;Bernoulli;0;0;1
2493;Name  2493;A;E;965091,7579;0,828560159;0,129078348;Bernoulli;1;0;0
406;Name  406;A;B;821265,6076;0,973263538;0,258830099;Bernoulli;1;0;0
1052;Name  1052;C;C;849565,3076;0,940457306;0,140753074;Bernoulli;0;0;1
182;Name  182;A;B;897811,4465;0,887208854;0,165451876;Bernoulli;1;0;0
97;Name  97;C;B;973624,0207;0,817325639;0,054435016;Bernoulli;0;0;1
1642;Name  1642;A;C;857486,1351;0,925267069;0,189736072;Bernoulli;1;0;0
2526;Name  2526;B;C;996520,4812;0,795166981;0,03708191;Bernoulli;0;1;0
224;Name  224;C;E;870973,1023;0,908238695;0,195264542;Bernoulli;0;0;1
1015;Name  1015;C;E;913669,6242;0,865382855;0,157478713;Bernoulli;0;0;1
2404;Name  2404;A;D;833455,28;0,948556074;0,16318389;Bernoulli;1;0;0
1223;Name  1223;B;E;814038,3239;0,970502202;0,073695918;Bernoulli;0;1;0
705;Name  705;A;E;835831,6174;0,944486422;0,348003222;Bernoulli;1;0;0
1742;Name  1742;B;A;946904,8791;0,832605982;0,051445012;Bernoulli;0;1;0
538;Name  538;C;C;815685,5379;0,963550003;0,155116922;Bernoulli;0;0;1
1270;Name  1270;A;A;979086,8571;0,800212987;0,205705098;Bernoulli;1;0;0
2977;Name  2977;A;A;992801,6292;0,788735821;0,057489459;Bernoulli;1;0;0
468;Name  468;C;E;893598,2628;0,874204674;0,15886334;Bernoulli;0;0;1
937;Name  937;B;E;866737,5019;0,900979864;0,015350968;Bernoulli;0;1;0
2425;Name  2425;C;C;891022,8154;0,875699583;0,084693067;Bernoulli;0;0;1
1251;Name  1251;B;A;983227,124;0,792452606;0,336825829;Bernoulli;0;1;0
2277;Name  2277;B;E;968401,8674;0,801640949;0,268840863;Bernoulli;0;1;0
2380;Name  2380;B;D;997492,4562;0,77638694;0,315884443;Bernoulli;0;1;0
181;Name  181;C;C;798600,5956;0,966661581;0,084053798;Bernoulli;0;0;1
1280;Name  1280;B;D;887935,7628;0,869021828;0,168592024;Bernoulli;0;1;0
2256;Name  2256;A;B;778591,8674;0,989005475;0,063742252;Bernoulli;1;0;0
370;Name  370;A;A;986926,3419;0,77999702;0,241066184;Bernoulli;1;0;0
123;Name  123;B;C;796138,207;0,96541759;0,251756575;Bernoulli;0;1;0
2778;Name  2778;A;C;990753,1102;0,774343236;0,001207505;Bernoulli;1;0;0
245;Name  245;C;A;859829,8093;0,890526222;0,299891017;Bernoulli;0;0;1
2330;Name  2330;C;E;772201,467;0,991297473;0,099319287;Bernoulli;0;0;1
1731;Name  1731;C;B;893360,7095;0,856063474;0,320974762;Bernoulli;0;0;1
2915;Name  2915;A;D;849776,912;0,899416943;0,259217513;Bernoulli;1;0;0
1817;Name  1817;A;A;792666,1962;0,962264423;0,237368011;Bernoulli;1;0;0
854;Name  854;B;E;769799,7392;0,989252432;0,137947433;Bernoulli;0;1;0
1353;Name  1353;C;A;869856,7056;0,874548569;0,111685529;Bernoulli;0;0;1
1636;Name  1636;B;D;883811,6126;0,859415281;0,152427373;Bernoulli;0;1;0
2123;Name  2123;B;B;867117,948;0,875251314;0,211759754;Bernoulli;0;1;0
2927;Name  2927;C;B;912998,4572;0,831126558;0,325453007;Bernoulli;0;0;1
1385;Name  1385;A;A;838692,0704;0,901995375;0,26147357;Bernoulli;1;0;0
984;Name  984;C;B;791801,8978;0,954648366;0,006089354;Bernoulli;0;0;1
469;Name  469;C;E;763215,2491;0,990331344;0,043324461;Bernoulli;0;0;1
2965;Name  2965;A;A;899280,9942;0,840201196;0,005769081;Bernoulli;1;0;0
1421;Name  1421;B;D;755346,8589;0,999974219;0,203314423;Bernoulli;0;1;0
1174;Name  1174;B;C;968430,3764;0,779816659;0,346945304;Bernoulli;0;1;0
302;Name  302;B;A;924652,6092;0,81613017;0,203252306;Bernoulli;0;1;0
976;Name  976;B;E;892390,4819;0,844616748;0,059883389;Bernoulli;0;1;0
2883;Name  2883;A;E;838577,5218;0,894185485;0,110485239;Bernoulli;1;0;0
2188;Name  2188;C;E;826110,5644;0,905763781;0,316197117;Bernoulli;0;0;1
1089;Name  1089;A;D;797329,8561;0,935046725;0,229758571;Bernoulli;1;0;0
236;Name  236;A;A;945718,844;0,787350024;0,347221676;Bernoulli;1;0;0
2244;Name  2244;C;A;790012,4836;0,940922072;0,199301119;Bernoulli;0;0;1
2589;Name  2589;A;E;956024,83;0,776857655;0,13748207;Bernoulli;1;0;0
1372;Name  1372;A;B;888826,3805;0,833652929;0,289900496;Bernoulli;1;0;0
1378;Name  1378;A;A;858716,7169;0,862596114;0,296440931;Bernoulli;1;0;0
1562;Name  1562;C;A;875866,6519;0,845670188;0,324422266;Bernoulli;0;0;1
1897;Name  1897;A;C;769159,4677;0,96219958;0,24502175;Bernoulli;1;0;0
1659;Name  1659;B;B;758369,5007;0,975685017;0,273470056;Bernoulli;0;1;0
1964;Name  1964;B;E;876763,6739;0,842404381;0,093587366;Bernoulli;0;1;0
2501;Name  2501;A;E;784307,9022;0,938988169;0,161020784;Bernoulli;1;0;0
2106;Name  2106;A;A;849548,4056;0,866308794;0,296463925;Bernoulli;1;0;0
932;Name  932;A;B;817651,389;0,899846476;0,010905983;Bernoulli;1;0;0
2050;Name  2050;C;C;833478,4325;0,880803277;0,217820276;Bernoulli;0;0;1
824;Name  824;B;E;916581,141;0,800579231;0,033430358;Bernoulli;0;1;0
2207;Name  2207;C;E;762620,2911;0,961706883;0,252099711;Bernoulli;0;0;1
792;Name  792;B;E;817081,7032;0,897032535;0,324352737;Bernoulli;0;1;0
367;Name  367;A;C;942067,6528;0,777769319;0,203786638;Bernoulli;1;0;0
2202;Name  2202;A;A;852446,957;0,85740146;0,303996403;Bernoulli;1;0;0
2750;Name  2750;B;A;993158,8455;0,735770696;0,333213404;Bernoulli;0;1;0
1995;Name  1995;C;B;783496,6552;0,931990893;0,133607106;Bernoulli;0;0;1
2966;Name  2966;B;B;889259,0106;0,818955685;0,308149281;Bernoulli;0;1;0
2407;Name  2407;C;E;956222,3088;0,759814088;0,262901365;Bernoulli;0;0;1
2214;Name  2214;B;E;801682,7711;0,906280791;0,3145012;Bernoulli;0;1;0
1125;Name  1125;C;A;757521,7482;0,958352196;0,064708804;Bernoulli;0;0;1
2117;Name  2117;B;A;961966,3871;0,754616469;0,204030448;Bernoulli;0;1;0
2536;Name  2536;A;C;859133,0397;0,844026543;0,272720769;Bernoulli;1;0;0
1302;Name  1302;A;A;984491,5736;0,735271321;0,221379626;Bernoulli;1;0;0
21;Name  21;C;A;997351,0031;0,723544201;0,322775525;Bernoulli;0;0;1
1970;Name  1970;B;B;922751,5316;0,78018873;0,188323226;Bernoulli;0;1;0
2578;Name  2578;C;E;784220,4705;0,913117828;0,103533034;Bernoulli;0;0;1
1069;Name  1069;B;D;795331,963;0,900151401;0,259988265;Bernoulli;0;1;0
864;Name  864;A;D;809933,6928;0,883701078;0,233434372;Bernoulli;1;0;0
2171;Name  2171;B;D;715753,5428;0,99539485;0,14412445;Bernoulli;0;1;0
2395;Name  2395;B;D;879541,6122;0,809234172;0,000768801;Bernoulli;0;1;0
1803;Name  1803;A;D;821386,9941;0,866427387;0,227997948;Bernoulli;1;0;0
2593;Name  2593;B;C;946291,3558;0,75194932;0,337074378;Bernoulli;0;1;0
1027;Name  1027;C;B;844156,8548;0,840318544;0,341098712;Bernoulli;0;0;1
2936;Name  2936;B;C;798323,3734;0,88485051;0,058619209;Bernoulli;0;1;0
2875;Name  2875;B;E;860099,0789;0,820837018;0,340013646;Bernoulli;0;1;0
967;Name  967;C;C;925632,1025;0,761214729;0,302283932;Bernoulli;0;0;1
1534;Name  1534;A;C;831293,6027;0,845673786;0,275191205;Bernoulli;1;0;0
2884;Name  2884;A;A;798142,9148;0,880271854;0,240423098;Bernoulli;1;0;0
1269;Name  1269;A;E;932823,1937;0,751605561;0,05022449;Bernoulli;1;0;0
1238;Name  1238;B;B;815056,451;0,859904066;0,184844459;Bernoulli;0;1;0
1707;Name  1707;A;B;886359,4823;0,789968485;0,178576591;Bernoulli;1;0;0
272;Name  272;A;C;921522,7644;0,758226821;0,342927507;Bernoulli;1;0;0
1630;Name  1630;C;C;780636,379;0,894067236;0,335914917;Bernoulli;0;0;1
1749;Name  1749;A;C;730125,4156;0,955385523;0,189088875;Bernoulli;1;0;0
116;Name  116;C;D;711002,0512;0,98060393;0,212307935;Bernoulli;0;0;1
1272;Name  1272;A;D;913398,2691;0,763211399;0,060795136;Bernoulli;1;0;0
1091;Name  1091;B;D;785337,9958;0,887491581;0,242488531;Bernoulli;0;1;0
343;Name  343;B;B;854846,4984;0,814584639;0,082805293;Bernoulli;0;1;0
2629;Name  2629;A;B;999122,258;0,696684137;0,225586335;Bernoulli;1;0;0
1938;Name  1938;A;D;813643,6805;0,85430027;0,239548579;Bernoulli;1;0;0
2671;Name  2671;C;D;981698,4556;0,707512246;0,336768224;Bernoulli;0;0;1
1807;Name  1807;A;A;719942,3475;0,963014692;0,214199354;Bernoulli;1;0;0
72;Name  72;C;A;904717,8622;0,766273949;0,234624594;Bernoulli;0;0;1
342;Name  342;A;A;701069,9501;0,988825446;0,213110373;Bernoulli;1;0;0
1494;Name  1494;B;A;963001,8887;0,719004896;0,199593817;Bernoulli;0;1;0
1163;Name  1163;B;C;846342,65;0,812103989;0,045356415;Bernoulli;0;1;0
1084;Name  1084;C;B;792451,4979;0,865907735;0,201334932;Bernoulli;0;0;1
523;Name  523;C;D;876780,0449;0,782383981;0,032555152;Bernoulli;0;0;1
113;Name  113;C;A;709527,7465;0,966735827;0,07447615;Bernoulli;0;0;1
502;Name  502;B;D;716150,1235;0,956761576;0,334063809;Bernoulli;0;1;0
2013;Name  2013;C;D;688300,2153;0,991833031;0,280891399;Bernoulli;0;0;1
609;Name  609;A;B;873049,9077;0,781526835;0,196106232;Bernoulli;1;0;0
2391;Name  2391;A;A;781688,8982;0,871661455;0,317191579;Bernoulli;1;0;0
748;Name  748;C;B;955261,196;0,7107831;0,261208711;Bernoulli;0;0;1
631;Name  631;B;C;948899,5956;0,715057874;0,23154269;Bernoulli;0;1;0
490;Name  490;A;E;818426,909;0,828648473;0,151125834;Bernoulli;1;0;0
601;Name  601;C;A;992044,297;0,683588201;0,334707874;Bernoulli;0;0;1
1759;Name  1759;C;B;984665,982;0,688497714;0,118755325;Bernoulli;0;0;1
921;Name  921;A;B;771495,15;0,878102862;0,128370136;Bernoulli;1;0;0
83;Name  83;B;B;681321,4505;0,993804104;0,338114757;Bernoulli;0;1;0
2276;Name  2276;A;E;897276,6367;0,753273007;0,238410606;Bernoulli;1;0;0
1948;Name  1948;A;B;813571,5687;0,830353351;0,255279133;Bernoulli;1;0;0
1527;Name  1527;C;A;872644,9616;0,773876146;0,295151489;Bernoulli;0;0;1
1395;Name  1395;C;C;829574,6211;0,813943252;0,195065557;Bernoulli;0;0;1
1694;Name  1694;B;E;952201,0303;0,709070354;0,217789614;Bernoulli;0;1;0
2656;Name  2656;C;C;833588,9856;0,80625879;0,30805228;Bernoulli;0;0;1
1063;Name  1063;A;A;776296,635;0,864797446;0,029280705;Bernoulli;1;0;0
828;Name  828;A;D;825735,025;0,812734039;0,218885994;Bernoulli;1;0;0
1674;Name  1674;C;B;956448,4925;0,701591161;0,150125782;Bernoulli;0;0;1
1983;Name  1983;C;B;709705,764;0,944935344;0,083694408;Bernoulli;0;0;1
326;Name  326;C;B;833310,7055;0,804179546;0,079441949;Bernoulli;0;0;1
2334;Name  2334;A;D;993256,9808;0,67436907;0,228975137;Bernoulli;1;0;0
2636;Name  2636;A;B;674717,9835;0,99237042;0,075696894;Bernoulli;1;0;0
1526;Name  1526;A;C;864329,1395;0,773325538;0,007139294;Bernoulli;1;0;0
173;Name  173;C;A;882401,3148;0,757294203;0,275744296;Bernoulli;0;0;1
1806;Name  1806;C;E;706160,6061;0,945927868;0,081272576;Bernoulli;0;0;1
2562;Name  2562;A;C;943362,5637;0,707521446;0,272822459;Bernoulli;1;0;0
381;Name  381;A;B;747734,3025;0,890378362;0,203903806;Bernoulli;1;0;0
787;Name  787;B;E;770052,9666;0,86313071;0,14394435;Bernoulli;0;1;0
1120;Name  1120;C;D;919429,9165;0,721146551;0,268991717;Bernoulli;0;0;1
2835;Name  2835;C;D;863500,8699;0,767317881;0,26415366;Bernoulli;0;0;1
2567;Name  2567;C;E;801647,5018;0,826506264;0,169877255;Bernoulli;0;0;1
664;Name  664;B;B;905771,6759;0,730187597;0,143690703;Bernoulli;0;1;0
718;Name  718;A;A;992809,8222;0,665107097;0,343132643;Bernoulli;1;0;0
537;Name  537;A;B;662786,2953;0,99549282;0,102585659;Bernoulli;1;0;0
2347;Name  2347;B;D;791396,6959;0,832856034;0,286727227;Bernoulli;0;1;0
1691;Name  1691;C;D;777148,3254;0,847587576;0,071562919;Bernoulli;0;0;1
350;Name  350;A;E;899736,7026;0,731379023;0,042219154;Bernoulli;1;0;0
2832;Name  2832;B;C;961144,7842;0,682630586;0,068719347;Bernoulli;0;1;0
1357;Name  1357;A;A;997294,9621;0,657782638;0,223144456;Bernoulli;1;0;0
262;Name  262;B;C;694226,5708;0,944875489;0,322535032;Bernoulli;0;1;0
465;Name  465;B;A;985828,3793;0,663979111;0,112153376;Bernoulli;0;1;0
115;Name  115;C;A;722800,6166;0,905493063;0,234230097;Bernoulli;0;0;1
773;Name  773;A;A;866675,4406;0,754963966;0,154720874;Bernoulli;1;0;0
761;Name  761;B;A;971377,7059;0,670750907;0,308671603;Bernoulli;0;1;0
1848;Name  1848;A;B;884149,6019;0,734476635;0,262274448;Bernoulli;1;0;0
781;Name  781;B;C;669737,6947;0,969452325;0,060419201;Bernoulli;0;1;0
1890;Name  1890;C;A;701735,9988;0,925140682;0,331348518;Bernoulli;0;0;1
2725;Name  2725;B;D;752109,6239;0,863019683;0,277563282;Bernoulli;0;1;0
2824;Name  2824;B;D;946052,8331;0,685935195;0,131896185;Bernoulli;0;1;0
2096;Name  2096;C;E;722959,9271;0,896554676;0,036935444;Bernoulli;0;0;1
1930;Name  1930;B;C;921644,083;0,702092316;0,297882836;Bernoulli;0;1;0
1450;Name  1450;A;B;660874,1461;0,975586299;0,266024856;Bernoulli;1;0;0
1766;Name  1766;B;D;701774,9555;0,918215378;0,12649846;Bernoulli;0;1;0
2677;Name  2677;A;D;763592,5614;0,841586194;0,13534349;Bernoulli;1;0;0
1657;Name  1657;A;E;903959,7785;0,710744702;0,303498316;Bernoulli;1;0;0
140;Name  140;C;E;669838,1244;0,958392945;0,017143939;Bernoulli;0;0;1
891;Name  891;A;C;740545,1561;0,866275385;0,026121242;Bernoulli;1;0;0
300;Name  300;C;E;817583,3814;0,784633186;0,180066517;Bernoulli;0;0;1
219;Name  219;A;B;758120,2906;0,844570045;0,109416763;Bernoulli;1;0;0
1221;Name  1221;A;B;791495,6633;0,808349897;0,112327717;Bernoulli;1;0;0
1496;Name  1496;B;E;743068,6923;0,859690518;0,226579529;Bernoulli;0;1;0
479;Name  479;B;E;781588,6688;0,8172907;0,033911259;Bernoulli;0;1;0
2342;Name  2342;C;C;736655,7931;0,866930922;0,322813779;Bernoulli;0;0;1
1300;Name  1300;A;A;885365,9303;0,718600549;0,071178275;Bernoulli;1;0;0
1330;Name  1330;C;D;709908,4119;0,895590539;0,030162522;Bernoulli;0;0;1
331;Name  331;A;D;814620,2878;0,780010029;0,030388783;Bernoulli;1;0;0
629;Name  629;C;E;792721,4026;0,799689663;0,144459238;Bernoulli;0;0;1
760;Name  760;C;A;792203,575;0,798906747;0,341859479;Bernoulli;0;0;1
2740;Name  2740;A;A;676991,505;0,934440591;0,136619309;Bernoulli;1;0;0
2709;Name  2709;A;E;747393,5526;0,846048012;0,160206649;Bernoulli;1;0;0
1729;Name  1729;A;C;641601,0846;0,984043218;0,0436643;Bernoulli;1;0;0
2933;Name  2933;B;A;845134,3532;0,745669289;0,224878752;Bernoulli;0;1;0
985;Name  985;A;C;902985,3544;0,697875691;0,050733842;Bernoulli;1;0;0
2359;Name  2359;B;C;916136,8825;0,687466725;0,005591928;Bernoulli;0;1;0
2715;Name  2715;B;A;923112,2057;0,68175872;0,225180264;Bernoulli;0;1;0
2704;Name  2704;A;A;934417,7783;0,669555709;0,126913368;Bernoulli;1;0;0
235;Name  235;A;D;949614,4012;0,658166491;0,088555112;Bernoulli;1;0;0
231;Name  231;A;E;648420,5517;0,963016489;0,288125298;Bernoulli;1;0;0
2571;Name  2571;B;D;964057,5496;0,646474775;0,001335649;Bernoulli;0;1;0
1326;Name  1326;A;A;659187,571;0,944289205;0,058238896;Bernoulli;1;0;0
2148;Name  2148;C;B;857029,326;0,725794477;0,094701;Bernoulli;0;0;1
481;Name  481;B;E;850186,701;0,728871192;0,082397885;Bernoulli;0;1;0
2500;Name  2500;C;A;714255,5391;0,867293163;0,118596431;Bernoulli;0;0;1
2315;Name  2315;B;D;807399,8339;0,766409507;0,259370403;Bernoulli;0;1;0
2823;Name  2823;C;E;676288,8682;0,913682821;0,299566044;Bernoulli;0;0;1
2266;Name  2266;C;E;625582,7308;0,987736763;0,1484313;Bernoulli;0;0;1
2406;Name  2406;C;B;763056,8591;0,809732612;0,06270158;Bernoulli;0;0;1
617;Name  617;B;E;885895,6329;0,69732783;0,172654467;Bernoulli;0;1;0
791;Name  791;B;D;904177,4312;0,681017882;0,077449551;Bernoulli;0;1;0
653;Name  653;B;A;950891,7179;0,646687923;0,126811922;Bernoulli;0;1;0
2140;Name  2140;A;B;639142,138;0,961904961;0,005063985;Bernoulli;1;0;0
2036;Name  2036;C;A;831449,0429;0,739394861;0,34188762;Bernoulli;0;0;1
2316;Name  2316;C;C;665421,6353;0,922404369;0,05919486;Bernoulli;0;0;1
829;Name  829;C;A;924754,9524;0,663628316;0,076295512;Bernoulli;0;0;1
2736;Name  2736;B;C;847090,9109;0,723464809;0,083492016;Bernoulli;0;1;0
580;Name  580;A;D;732899,5694;0,835738488;0,181027837;Bernoulli;1;0;0
1001;Name  1001;A;C;869781,9296;0,704159774;0,226285335;Bernoulli;1;0;0
1164;Name  1164;C;E;644379,977;0,9492189;0,106506613;Bernoulli;0;0;1
2767;Name  2767;B;A;970809,3957;0,629939121;0,328485766;Bernoulli;0;1;0
1187;Name  1187;A;C;879546,3472;0,693810044;0,103861599;Bernoulli;1;0;0
610;Name  610;A;B;965237,1115;0,631973285;0,157466102;Bernoulli;1;0;0
2512;Name  2512;B;D;732427,19;0,832833895;0,075335967;Bernoulli;0;1;0
1099;Name  1099;C;E;613209,7311;0,993972958;0,02636196;Bernoulli;0;0;1
1399;Name  1399;A;C;719507,7901;0,846003589;0,019037851;Bernoulli;1;0;0
2956;Name  2956;A;C;999790,2224;0,606125961;0,277615941;Bernoulli;1;0;0
2240;Name  2240;B;B;963967,0149;0,628433959;0,313095145;Bernoulli;0;1;0
1760;Name  1760;A;B;676416,3192;0,894793254;0,152595263;Bernoulli;1;0;0
1463;Name  1463;C;C;655137,0329;0,923565226;0,199101549;Bernoulli;0;0;1
2607;Name  2607;B;D;650270,9471;0,929892884;0,319445671;Bernoulli;0;1;0
658;Name  658;B;A;819985,0629;0,737234059;0,324107482;Bernoulli;0;1;0
2549;Name  2549;C;B;699403,2372;0,862947857;0,109438696;Bernoulli;0;0;1
873;Name  873;B;C;935570,5177;0,644777704;0,244757751;Bernoulli;0;1;0
1484;Name  1484;A;E;727273,9476;0,82914153;0,024093823;Bernoulli;1;0;0
2971;Name  2971;B;D;967662,7162;0,622997615;0,018642758;Bernoulli;0;1;0
820;Name  820;A;B;814216,769;0,739638999;0,203452733;Bernoulli;1;0;0
926;Name  926;C;C;768302,1126;0,783248522;0,236916097;Bernoulli;0;0;1
2038;Name  2038;B;B;948138,8398;0,633935523;0,186150966;Bernoulli;0;1;0
766;Name  766;A;D;964017,8175;0,622738524;0,183178295;Bernoulli;1;0;0
1308;Name  1308;C;E;637418,8703;0,941300356;0,204522835;Bernoulli;0;0;1
2399;Name  2399;C;B;744314,8423;0,805309423;0,190733513;Bernoulli;0;0;1
1170;Name  1170;C;C;633937,8859;0,944915084;0,062676698;Bernoulli;0;0;1
1912;Name  1912;C;B;786512,1658;0,760760516;0,273617179;Bernoulli;0;0;1
93;Name  93;A;C;936525,2063;0,638869548;0,281816041;Bernoulli;1;0;0
2160;Name  2160;C;D;729431,0176;0,819067293;0,035015738;Bernoulli;0;0;1
2699;Name  2699;A;E;833655,6251;0,714729458;0,248361609;Bernoulli;1;0;0
1805;Name  1805;A;D;683172,8437;0,871441139;0,158150918;Bernoulli;1;0;0
2182;Name  2182;C;E;967649,7026;0,613200987;0,062188298;Bernoulli;0;0;1
2658;Name  2658;A;A;606325,3059;0,978299187;0,221875518;Bernoulli;1;0;0
134;Name  134;C;B;640001,7618;0,925164978;0,297433496;Bernoulli;0;0;1
1032;Name  1032;B;A;720544,7868;0,821262711;0,325323219;Bernoulli;0;1;0
894;Name  894;A;A;865965,092;0,683217662;0,039508747;Bernoulli;1;0;0
400;Name  400;A;A;715080,8127;0,824556983;0,009756656;Bernoulli;1;0;0
266;Name  266;B;C;789637,508;0,746615862;0,189763408;Bernoulli;0;1;0
1162;Name  1162;B;A;600924,0946;0,980604371;0,269305833;Bernoulli;0;1;0
132;Name  132;B;A;878620,3555;0,670018216;0,10268471;Bernoulli;0;1;0
437;Name  437;A;B;676513,6716;0,869528671;0,040655532;Bernoulli;1;0;0
